CustomerID,GeoID,Segment,FirstOrderDate,Region,Country,CountryCode,SignupCohort
285,4,SMB,2023-10-12,EMEA,Germany,DE,2023-10-12
286,1,Consumer,2024-04-23,Americas,United States,US,2024-04-23
287,3,Consumer,2022-08-28,Americas,Brazil,BR,2022-08-28
288,4,SMB,2023-09-16,EMEA,Germany,DE,2023-09-16
289,1,Consumer,2024-03-08,Americas,United States,US,2024-03-08
290,4,SMB,2023-12-19,EMEA,Germany,DE,2023-12-19
291,1,Consumer,2024-03-19,Americas,United States,US,2024-03-19
292,1,Consumer,2024-07-11,Americas,United States,US,2024-07-11
293,7,Consumer,2023-07-07,EMEA,Spain,ES,2023-07-07
294,2,SMB,2022-04-17,Americas,Canada,CA,2022-04-17
295,1,SMB,2022-04-04,Americas,United States,US,2022-04-04
296,4,Enterprise,2025-03-09,EMEA,Germany,DE,2025-03-09
297,6,Consumer,2024-07-29,EMEA,France,FR,2024-07-29
298,1,SMB,2024-11-14,Americas,United States,US,2024-11-14
299,5,Consumer,2025-06-05,EMEA,United Kingdom,GB,2025-06-05
300,1,Consumer,2024-10-30,Americas,United States,US,2024-10-30
301,1,SMB,2024-08-16,Americas,United States,US,2024-08-16
302,4,Consumer,2024-07-03,EMEA,Germany,DE,2024-07-03
303,4,Consumer,2023-01-12,EMEA,Germany,DE,2023-01-12
304,5,Consumer,2025-07-08,EMEA,United Kingdom,GB,2025-07-08
305,6,SMB,2024-02-01,EMEA,France,FR,2024-02-01
306,9,Consumer,2022-11-28,APAC,Australia,AU,2022-11-28
307,4,Consumer,2022-11-13,EMEA,Germany,DE,2022-11-13
308,1,Enterprise,2025-01-06,Americas,United States,US,2025-01-06
309,6,Consumer,2022-12-30,EMEA,France,FR,2022-12-30
310,1,Consumer,2022-03-13,Americas,United States,US,2022-03-13
311,3,Consumer,2023-09-09,Americas,Brazil,BR,2023-09-09
312,1,SMB,2025-01-10,Americas,United States,US,2025-01-10
313,1,Consumer,2023-08-21,Americas,United States,US,2023-08-21
314,9,Consumer,2024-12-24,APAC,Australia,AU,2024-12-24
315,7,Consumer,2025-01-24,EMEA,Spain,ES,2025-01-24
316,5,Consumer,2025-03-08,EMEA,United Kingdom,GB,2025-03-08
317,2,Consumer,2024-04-07,Americas,Canada,CA,2024-04-07
318,1,Consumer,2024-08-25,Americas,United States,US,2024-08-25
319,1,Consumer,2023-01-17,Americas,United States,US,2023-01-17
320,1,SMB,2022-06-10,Americas,United States,US,2022-06-10
321,4,SMB,2024-01-17,EMEA,Germany,DE,2024-01-17
322,5,SMB,2022-01-19,EMEA,United Kingdom,GB,2022-01-19
323,5,Consumer,2023-10-30,EMEA,United Kingdom,GB,2023-10-30
324,1,Consumer,2022-06-13,Americas,United States,US,2022-06-13
325,9,Consumer,2022-06-22,APAC,Australia,AU,2022-06-22
326,6,SMB,2025-03-24,EMEA,France,FR,2025-03-24
327,4,Consumer,2024-06-14,EMEA,Germany,DE,2024-06-14
328,4,Enterprise,2024-06-20,EMEA,Germany,DE,2024-06-20
329,2,Consumer,2023-08-08,Americas,Canada,CA,2023-08-08
330,1,Consumer,2023-08-20,Americas,United States,US,2023-08-20
331,2,Consumer,2023-03-23,Americas,Canada,CA,2023-03-23
332,6,Consumer,2023-09-18,EMEA,France,FR,2023-09-18
333,1,Consumer,2024-04-05,Americas,United States,US,2024-04-05
334,1,Consumer,2022-10-12,Americas,United States,US,2022-10-12
335,1,Consumer,2023-01-17,Americas,United States,US,2023-01-17
336,1,Consumer,2023-12-03,Americas,United States,US,2023-12-03
337,7,Consumer,2023-07-14,EMEA,Spain,ES,2023-07-14
338,5,SMB,2025-01-13,EMEA,United Kingdom,GB,2025-01-13
339,3,Consumer,2025-01-16,Americas,Brazil,BR,2025-01-16
340,1,Consumer,2023-05-09,Americas,United States,US,2023-05-09
341,3,Consumer,2023-10-11,Americas,Brazil,BR,2023-10-11
342,3,SMB,2025-07-30,Americas,Brazil,BR,2025-07-30
343,1,Consumer,2025-01-24,Americas,United States,US,2025-01-24
344,3,SMB,2022-11-20,Americas,Brazil,BR,2022-11-20
345,2,Consumer,2023-02-16,Americas,Canada,CA,2023-02-16
346,4,Consumer,2022-05-17,EMEA,Germany,DE,2022-05-17
347,5,Consumer,2024-07-30,EMEA,United Kingdom,GB,2024-07-30
348,1,Consumer,2023-04-12,Americas,United States,US,2023-04-12
349,2,Consumer,2024-01-23,Americas,Canada,CA,2024-01-23
350,5,Consumer,2024-11-18,EMEA,United Kingdom,GB,2024-11-18
351,4,Consumer,2025-02-06,EMEA,Germany,DE,2025-02-06
352,7,Consumer,2023-04-24,EMEA,Spain,ES,2023-04-24
353,5,SMB,2022-12-15,EMEA,United Kingdom,GB,2022-12-15
354,1,Consumer,2025-02-23,Americas,United States,US,2025-02-23
355,1,Consumer,2023-07-09,Americas,United States,US,2023-07-09
356,5,Enterprise,2025-01-16,EMEA,United Kingdom,GB,2025-01-16
357,1,Consumer,2022-08-19,Americas,United States,US,2022-08-19
358,4,Consumer,2025-05-15,EMEA,Germany,DE,2025-05-15
359,9,SMB,2023-11-20,APAC,Australia,AU,2023-11-20
360,4,Consumer,2022-09-18,EMEA,Germany,DE,2022-09-18
361,2,SMB,2024-01-21,Americas,Canada,CA,2024-01-21
362,5,Consumer,2025-03-23,EMEA,United Kingdom,GB,2025-03-23
363,3,Consumer,2023-07-20,Americas,Brazil,BR,2023-07-20
364,4,Consumer,2022-09-30,EMEA,Germany,DE,2022-09-30
365,9,Consumer,2024-03-22,APAC,Australia,AU,2024-03-22
366,2,Consumer,2025-02-03,Americas,Canada,CA,2025-02-03
367,9,Consumer,2022-07-10,APAC,Australia,AU,2022-07-10
368,8,SMB,2022-03-13,APAC,India,IN,2022-03-13
369,1,SMB,2022-04-05,Americas,United States,US,2022-04-05
370,1,SMB,2022-12-08,Americas,United States,US,2022-12-08
371,1,SMB,2022-01-14,Americas,United States,US,2022-01-14
372,1,Consumer,2023-09-10,Americas,United States,US,2023-09-10
373,1,SMB,2024-08-23,Americas,United States,US,2024-08-23
374,5,Consumer,2024-09-08,EMEA,United Kingdom,GB,2024-09-08
375,1,Consumer,2024-06-09,Americas,United States,US,2024-06-09
376,1,SMB,2023-03-13,Americas,United States,US,2023-03-13
377,7,Consumer,2024-10-11,EMEA,Spain,ES,2024-10-11
378,1,SMB,2024-03-22,Americas,United States,US,2024-03-22
379,6,Consumer,2025-03-12,EMEA,France,FR,2025-03-12
380,1,Consumer,2023-11-14,Americas,United States,US,2023-11-14
381,1,Consumer,2022-10-03,Americas,United States,US,2022-10-03
382,5,Consumer,2024-06-07,EMEA,United Kingdom,GB,2024-06-07
383,5,SMB,2022-08-20,EMEA,United Kingdom,GB,2022-08-20
384,7,Enterprise,2025-07-14,EMEA,Spain,ES,2025-07-14
385,6,Consumer,2024-08-30,EMEA,France,FR,2024-08-30
386,6,Consumer,2024-11-05,EMEA,France,FR,2024-11-05
387,1,Consumer,2024-07-31,Americas,United States,US,2024-07-31
388,1,SMB,2022-06-07,Americas,United States,US,2022-06-07
389,6,Consumer,2023-10-30,EMEA,France,FR,2023-10-30
390,6,SMB,2024-06-28,EMEA,France,FR,2024-06-28
391,10,Consumer,2022-12-07,APAC,Japan,JP,2022-12-07
392,2,SMB,2024-08-01,Americas,Canada,CA,2024-08-01
393,2,Consumer,2025-01-13,Americas,Canada,CA,2025-01-13
394,6,Consumer,2023-02-08,EMEA,France,FR,2023-02-08
395,1,Consumer,2022-10-31,Americas,United States,US,2022-10-31
396,8,SMB,2025-04-09,APAC,India,IN,2025-04-09
397,7,SMB,2022-01-10,EMEA,Spain,ES,2022-01-10
398,2,Consumer,2023-01-07,Americas,Canada,CA,2023-01-07
399,6,Consumer,2023-08-11,EMEA,France,FR,2023-08-11
400,6,SMB,2024-07-23,EMEA,France,FR,2024-07-23
401,1,SMB,2025-08-22,Americas,United States,US,2025-08-22
402,8,Consumer,2023-06-26,APAC,India,IN,2023-06-26
403,4,Consumer,2025-06-28,EMEA,Germany,DE,2025-06-28
404,7,Consumer,2023-06-20,EMEA,Spain,ES,2023-06-20
405,1,SMB,2024-08-20,Americas,United States,US,2024-08-20
406,8,Consumer,2022-09-11,APAC,India,IN,2022-09-11
407,2,Consumer,2023-10-23,Americas,Canada,CA,2023-10-23
408,1,Consumer,2025-03-25,Americas,United States,US,2025-03-25
409,8,Consumer,2023-04-16,APAC,India,IN,2023-04-16
410,1,Consumer,2022-06-18,Americas,United States,US,2022-06-18
411,1,Consumer,2024-01-02,Americas,United States,US,2024-01-02
412,9,Consumer,2023-09-25,APAC,Australia,AU,2023-09-25
413,9,SMB,2022-12-07,APAC,Australia,AU,2022-12-07
414,4,SMB,2025-05-07,EMEA,Germany,DE,2025-05-07
415,5,Consumer,2024-04-25,EMEA,United Kingdom,GB,2024-04-25
