SubscriptionID,CustomerID,StartDate,EndDate,Plan,IsTrial,MonthlyPrice
189,22340,2023-12-30,2024-02-28,Basic,False,15.0
190,25087,2024-07-09,2025-07-08,Basic,False,15.0
191,4875,2023-07-23,2024-12-22,Basic,True,15.0
192,13463,2023-02-19,2025-01-18,Standard,False,30.0
193,7581,2023-12-12,2025-02-11,Premium,False,60.0
194,24983,2023-11-11,,Standard,False,30.0
195,9955,2023-07-28,2024-09-27,Basic,False,15.0
196,17671,2024-12-10,2025-08-09,Basic,False,15.0
197,29448,2024-09-17,,Premium,False,60.0
198,7459,2023-02-27,2023-03-26,Basic,True,15.0
199,3736,2022-10-28,2023-11-27,Standard,False,30.0
200,23638,2022-01-09,2022-10-08,Premium,False,60.0
201,10652,2025-08-02,,Standard,False,30.0
202,5026,2023-05-31,2024-01-30,Premium,True,60.0
203,21786,2024-05-09,,Premium,False,60.0
204,7171,2024-10-26,,Standard,True,30.0
205,8884,2022-11-08,2023-08-07,Standard,False,30.0
206,303,2024-07-17,2025-04-16,Standard,False,30.0
207,16704,2022-07-01,2023-11-30,Standard,False,30.0
208,5409,2022-06-05,2022-08-04,Basic,False,15.0
209,18831,2023-03-23,2023-09-22,Standard,True,30.0
210,14742,2023-04-17,,Standard,False,30.0
211,14484,2022-10-02,,Basic,False,15.0
212,1531,2023-11-02,2024-09-01,Standard,True,30.0
213,5475,2024-05-16,2024-11-15,Basic,False,15.0
214,28808,2025-06-02,2025-07-01,Basic,True,15.0
215,20891,2024-08-28,2025-07-27,Basic,False,15.0
216,4554,2024-01-02,2024-10-01,Standard,False,30.0
217,21425,2024-01-28,2024-09-27,Basic,False,15.0
218,22129,2024-03-19,,Premium,False,60.0
219,6380,2023-03-01,2025-06-30,Standard,False,30.0
220,27457,2024-10-23,,Basic,False,15.0
221,4243,2024-06-30,2024-10-29,Standard,False,30.0
222,21751,2023-11-26,2024-04-25,Basic,False,15.0
223,5150,2022-11-18,2024-01-17,Standard,False,30.0
224,9278,2025-02-25,2025-07-24,Standard,False,30.0
225,22698,2022-10-29,2025-04-28,Standard,False,30.0
226,20755,2022-10-28,2023-10-27,Standard,False,30.0
227,13694,2022-08-14,2023-05-13,Basic,False,15.0
228,15764,2025-08-21,,Basic,False,15.0
229,14392,2022-12-24,2023-01-23,Basic,False,15.0
230,12446,2025-02-27,,Basic,False,15.0
231,20860,2022-03-02,2022-06-01,Basic,False,15.0
232,1505,2024-09-04,,Standard,True,30.0
233,4424,2022-02-23,2022-03-22,Basic,False,15.0
234,2767,2024-05-24,2024-07-23,Basic,False,15.0
235,11126,2023-01-25,2024-10-24,Premium,False,60.0
236,29721,2022-04-25,2022-08-24,Standard,False,30.0
237,18092,2023-02-07,2023-05-06,Basic,False,15.0
238,12081,2022-07-15,2023-11-14,Standard,False,30.0
239,10330,2022-11-26,2024-02-25,Standard,False,30.0
240,6975,2024-08-10,2024-11-09,Basic,False,15.0
241,17274,2025-02-01,,Standard,False,30.0
242,20162,2023-09-23,2024-09-22,Premium,False,60.0
243,18687,2023-08-25,2024-08-24,Basic,False,15.0
244,24134,2023-10-26,2024-07-25,Standard,True,30.0
245,27344,2023-11-06,2024-03-05,Standard,False,30.0
246,18752,2022-12-13,2023-01-12,Basic,True,15.0
247,6564,2025-08-13,,Standard,True,30.0
248,15636,2024-07-18,2025-01-17,Standard,False,30.0
249,11698,2024-11-24,,Standard,False,30.0
250,3752,2023-09-29,2024-03-28,Standard,False,30.0
251,5109,2024-11-10,2025-08-09,Standard,False,30.0
252,17669,2024-08-05,,Basic,False,15.0
253,16021,2025-01-24,2025-03-23,Basic,False,15.0
254,21274,2022-03-17,2023-05-16,Premium,False,60.0
255,22975,2022-03-19,2022-11-18,Standard,False,30.0
256,8287,2024-03-12,2025-03-11,Standard,True,30.0
257,26246,2023-07-06,2024-06-05,Standard,False,30.0
258,26267,2024-12-23,2025-05-22,Standard,False,30.0
259,17811,2022-09-11,2023-05-10,Basic,False,15.0
260,14966,2022-12-30,2023-05-29,Basic,False,15.0
261,11652,2023-08-29,2024-05-28,Premium,True,60.0
262,19574,2025-04-23,2025-06-22,Basic,False,15.0
263,9054,2022-07-26,2023-09-25,Standard,False,30.0
264,25533,2024-11-27,,Basic,False,15.0
265,14675,2025-08-12,,Standard,True,30.0
266,26587,2024-10-29,,Standard,False,30.0
267,10475,2024-02-13,,Standard,False,30.0
268,1451,2024-02-25,2024-05-24,Basic,False,15.0
269,28436,2022-09-09,2023-05-08,Basic,False,15.0
270,22336,2023-09-24,2024-06-23,Basic,False,15.0
271,23521,2024-01-13,2024-09-12,Basic,False,15.0
272,11924,2023-12-07,2024-05-06,Basic,False,15.0
273,27683,2022-06-27,2023-02-26,Premium,False,60.0
274,23683,2022-08-22,2023-08-21,Standard,False,30.0
275,16217,2023-01-01,2023-05-31,Standard,True,30.0
276,2988,2023-12-31,2024-04-29,Standard,False,30.0
277,14579,2022-09-03,2024-02-02,Premium,False,60.0
278,14453,2023-02-14,2023-08-13,Basic,True,15.0
279,16796,2023-05-18,,Basic,False,15.0
280,2029,2024-07-20,2024-11-19,Basic,True,15.0
281,29878,2023-05-06,,Basic,True,15.0
282,21838,2024-08-23,2024-12-22,Standard,True,30.0
283,12782,2022-08-21,2022-12-20,Standard,False,30.0
284,2061,2023-02-22,2024-04-21,Standard,False,30.0
285,24962,2023-09-02,2024-10-01,Standard,False,30.0
286,9140,2023-01-23,2023-09-22,Basic,False,15.0
287,942,2022-10-08,2023-04-07,Standard,False,30.0
288,24163,2025-07-25,,Standard,False,30.0
289,1860,2024-07-04,2025-02-03,Premium,True,60.0
290,1629,2022-02-07,2023-05-06,Basic,True,15.0
291,422,2022-10-13,2024-07-12,Basic,False,15.0
292,8607,2024-07-08,,Basic,False,15.0
293,10355,2023-06-04,2023-08-03,Basic,False,15.0
294,14097,2023-12-19,2025-06-18,Standard,True,30.0
295,18755,2024-12-20,,Basic,False,15.0
296,24494,2022-07-03,2023-05-02,Basic,False,15.0
297,12578,2024-06-15,2025-05-14,Premium,False,60.0
298,20553,2023-11-28,2023-12-27,Basic,False,15.0
299,10625,2022-12-03,2023-07-02,Standard,False,30.0
300,21039,2023-04-20,2024-01-19,Basic,False,15.0
301,17179,2022-02-19,2022-11-18,Standard,True,30.0
302,26116,2025-08-04,,Premium,False,60.0
303,11206,2022-07-19,2023-09-18,Standard,False,30.0
304,6238,2024-10-24,2025-04-23,Basic,True,15.0
305,3253,2023-09-23,2023-12-22,Basic,False,15.0
306,14254,2023-11-03,2023-12-02,Basic,False,15.0
307,18938,2024-04-12,2025-04-11,Premium,False,60.0
308,16707,2025-05-15,,Standard,True,30.0
309,12714,2024-02-29,2025-01-28,Basic,False,15.0
310,9312,2024-12-23,2025-06-22,Standard,False,30.0
311,14783,2025-02-14,,Basic,True,15.0
312,12217,2024-06-25,2024-12-24,Standard,False,30.0
313,19811,2024-06-12,2025-02-11,Premium,True,60.0
314,76,2025-03-14,,Standard,False,30.0
315,1107,2022-03-28,2022-12-27,Standard,False,30.0
316,29976,2024-06-09,2024-10-08,Standard,False,30.0
317,4586,2023-12-31,2025-05-30,Basic,False,15.0
318,18982,2023-01-24,2025-04-23,Basic,True,15.0
319,11985,2024-12-03,,Premium,False,60.0
320,23720,2023-03-14,2023-10-13,Basic,False,15.0
321,20625,2024-11-30,,Premium,False,60.0
322,5452,2025-05-16,2025-06-15,Basic,False,15.0
323,4852,2024-03-16,,Standard,True,30.0
324,10353,2024-12-24,,Basic,True,15.0
325,15515,2023-01-15,2024-02-14,Premium,False,60.0
326,3331,2022-08-28,2023-07-27,Standard,True,30.0
327,13469,2024-03-09,2024-10-08,Basic,False,15.0
328,4148,2023-09-06,2025-05-05,Standard,False,30.0
329,28547,2023-09-03,2024-05-02,Basic,False,15.0
330,802,2022-07-19,2023-12-18,Premium,False,60.0
331,6910,2025-06-14,,Basic,False,15.0
332,3229,2022-06-22,2023-08-21,Premium,False,60.0
333,13731,2023-03-06,2025-04-05,Basic,False,15.0
334,20964,2023-11-07,,Premium,False,60.0
335,511,2024-10-20,2025-02-19,Standard,False,30.0
336,18869,2024-05-29,2024-10-28,Basic,False,15.0
337,6855,2022-04-30,2023-01-29,Basic,False,15.0
338,8662,2022-03-19,2023-06-18,Basic,False,15.0
339,3882,2024-03-14,2024-08-13,Basic,False,15.0
340,29380,2022-01-22,2023-02-21,Standard,False,30.0
341,10584,2024-03-03,2024-12-02,Standard,False,30.0
342,10560,2022-10-06,2023-06-05,Premium,False,60.0
343,3386,2022-10-17,,Premium,False,60.0
344,5857,2022-10-02,2023-12-01,Standard,True,30.0
345,3675,2024-11-25,2025-06-24,Standard,False,30.0
346,15896,2023-11-09,2025-04-08,Premium,False,60.0
347,20187,2022-11-18,2023-03-17,Basic,False,15.0
348,14790,2022-04-16,2023-05-15,Basic,False,15.0
349,6703,2023-10-02,2024-04-01,Standard,False,30.0
350,222,2024-01-11,,Basic,False,15.0
351,3058,2024-04-14,2024-12-13,Basic,False,15.0
352,11090,2022-05-22,2023-12-21,Standard,True,30.0
353,10220,2023-07-01,2024-12-31,Premium,False,60.0
354,1715,2023-05-21,2025-07-20,Premium,False,60.0
355,28132,2023-04-30,2025-01-29,Standard,True,30.0
356,23559,2025-04-16,2025-05-15,Basic,False,15.0
357,2977,2023-06-15,2024-01-14,Standard,False,30.0
358,24180,2024-06-10,2025-02-09,Basic,False,15.0
359,20072,2025-04-08,,Standard,False,30.0
360,8043,2022-01-09,2023-12-08,Standard,False,30.0
361,11589,2024-10-18,2025-03-17,Basic,False,15.0
362,23847,2024-06-27,,Standard,False,30.0
363,8327,2025-05-13,,Standard,False,30.0
364,27004,2023-10-16,,Standard,False,30.0
365,28827,2025-07-07,,Basic,False,15.0
366,9891,2023-10-30,2024-04-29,Standard,True,30.0
367,13470,2022-04-20,2022-11-19,Standard,False,30.0
368,24993,2024-11-17,2025-03-16,Basic,True,15.0
369,23925,2022-02-11,2022-09-10,Basic,True,15.0
370,7694,2025-07-18,2025-08-17,Basic,True,15.0
371,8426,2022-01-01,2022-05-31,Basic,False,15.0
372,24277,2024-08-31,,Basic,False,15.0
373,3688,2022-06-16,2023-11-15,Standard,True,30.0
374,19716,2023-12-12,2024-07-11,Standard,True,30.0
375,4749,2022-07-10,2023-07-09,Premium,False,60.0
376,5787,2024-03-18,2025-03-17,Basic,False,15.0
377,23963,2024-02-25,,Standard,False,30.0
378,28173,2022-04-24,2023-07-23,Basic,False,15.0
379,5800,2022-08-14,2025-08-13,Standard,False,30.0
380,15758,2024-09-13,,Basic,False,15.0
381,3743,2024-07-15,2024-10-14,Basic,False,15.0
382,18928,2023-03-04,2023-04-03,Basic,False,15.0
383,24041,2022-10-06,2024-07-05,Standard,False,30.0
384,26674,2024-07-27,,Basic,False,15.0
385,23601,2024-01-24,2024-07-23,Basic,False,15.0
386,29609,2022-12-31,2023-04-29,Standard,False,30.0
387,1457,2025-08-01,,Standard,True,30.0
388,18811,2023-07-06,2023-09-05,Basic,True,15.0
389,21952,2024-08-09,2025-01-08,Standard,False,30.0
390,24690,2025-04-10,2025-05-09,Basic,False,15.0
391,3522,2025-07-03,,Premium,False,60.0
392,12107,2025-04-26,,Basic,False,15.0
393,15393,2024-04-12,2024-11-11,Premium,False,60.0
394,26480,2022-11-12,2024-06-11,Basic,False,15.0
395,4668,2025-06-03,,Standard,False,30.0
396,29614,2025-07-30,,Basic,False,15.0
397,14724,2022-01-12,2024-07-11,Premium,False,60.0
398,1368,2025-05-14,2025-06-13,Basic,False,15.0
399,116,2025-04-13,2025-07-12,Basic,False,15.0
400,26320,2023-10-11,2024-05-10,Basic,True,15.0
401,7616,2024-12-15,2025-08-14,Premium,False,60.0
402,216,2025-06-29,,Basic,False,15.0
403,13965,2023-04-01,2024-12-31,Standard,False,30.0
404,5695,2023-11-05,2025-05-04,Basic,False,15.0
405,20815,2022-08-05,2022-12-04,Basic,False,15.0
406,22494,2023-03-07,2023-11-06,Premium,False,60.0
407,29729,2025-04-11,,Standard,True,30.0
408,23344,2022-10-02,2023-03-01,Basic,False,15.0
409,8654,2025-06-20,,Basic,False,15.0
410,23774,2024-02-26,2024-06-25,Standard,True,30.0
411,13335,2024-08-30,,Premium,False,60.0
412,25404,2023-07-24,2024-02-23,Standard,True,30.0
413,16129,2022-12-12,2024-02-11,Standard,False,30.0
414,17653,2023-11-19,2024-08-18,Basic,False,15.0
415,2558,2023-03-26,2023-12-25,Standard,True,30.0
416,5643,2023-12-30,,Basic,False,15.0
417,17194,2022-06-11,2023-05-10,Standard,False,30.0
418,13282,2025-05-22,,Standard,False,30.0
419,17247,2023-02-06,2024-01-05,Standard,True,30.0
420,17122,2024-06-06,2024-07-05,Basic,True,15.0
421,19939,2024-06-23,,Basic,False,15.0
422,28826,2022-12-30,2024-07-29,Premium,False,60.0
423,8743,2025-08-22,,Basic,False,15.0
424,2018,2023-11-21,2024-06-20,Basic,True,15.0
425,12198,2024-11-03,,Premium,True,60.0
426,21856,2022-02-25,2023-09-24,Standard,False,30.0
427,13928,2022-12-08,2023-04-07,Basic,False,15.0
428,8461,2022-06-18,2023-08-17,Standard,False,30.0
429,16102,2023-05-26,2024-10-25,Standard,False,30.0
430,3319,2024-10-21,,Premium,False,60.0
431,16789,2022-08-07,2024-09-06,Standard,False,30.0
432,6915,2023-08-20,2023-11-19,Basic,False,15.0
433,14817,2022-10-26,2024-03-25,Standard,False,30.0
434,16406,2022-12-04,2023-12-03,Standard,False,30.0
435,21085,2022-03-25,2025-03-24,Premium,True,60.0
436,9656,2023-12-17,2024-11-16,Basic,False,15.0
437,7215,2022-09-12,2023-03-11,Basic,False,15.0
438,4740,2023-03-31,2023-05-30,Basic,False,15.0
439,23065,2023-06-08,2024-04-07,Basic,True,15.0
440,10148,2022-12-05,2025-07-04,Basic,True,15.0
441,19311,2023-11-14,2024-03-13,Basic,False,15.0
442,6697,2022-05-24,2023-07-23,Standard,False,30.0
443,11513,2024-09-03,,Premium,False,60.0
444,19729,2023-03-06,2025-05-05,Premium,False,60.0
445,7280,2023-12-21,2025-02-20,Basic,False,15.0
446,27523,2022-07-02,2023-04-01,Standard,True,30.0
447,6705,2022-02-15,2022-03-14,Basic,False,15.0
448,14264,2023-05-28,2024-05-27,Standard,False,30.0
449,6562,2024-07-23,2025-03-22,Basic,False,15.0
450,3084,2023-10-09,2024-04-08,Basic,False,15.0
451,9360,2024-09-05,2025-07-04,Basic,True,15.0
452,19922,2024-07-01,2024-07-31,Basic,False,15.0
453,10858,2024-09-08,,Basic,False,15.0
454,18204,2025-03-02,2025-07-01,Basic,False,15.0
455,7797,2023-01-30,2023-03-29,Basic,True,15.0
456,14969,2022-01-14,2022-07-13,Standard,False,30.0
457,10443,2022-03-26,2023-06-25,Premium,False,60.0
458,2166,2022-11-24,2024-08-23,Premium,False,60.0
459,26762,2022-06-25,2022-11-24,Standard,False,30.0
460,5406,2023-02-25,2024-01-24,Basic,True,15.0
461,22754,2024-04-26,2024-09-25,Standard,True,30.0
462,5174,2024-11-16,,Basic,False,15.0
463,26118,2022-08-28,2023-11-27,Standard,True,30.0
464,3134,2024-03-20,,Premium,False,60.0
465,17350,2025-04-26,,Basic,False,15.0
466,11456,2024-10-20,2025-05-19,Premium,False,60.0
467,22946,2022-08-27,2024-02-26,Basic,False,15.0
468,11922,2024-06-17,2025-05-16,Basic,False,15.0
469,22547,2023-11-15,2024-05-14,Standard,False,30.0
470,8423,2022-12-30,,Premium,False,60.0
471,3935,2024-01-09,,Basic,False,15.0
472,20200,2022-09-04,2023-03-03,Basic,False,15.0
473,24474,2023-04-11,2024-04-10,Standard,False,30.0
474,23867,2023-06-10,2024-08-09,Standard,False,30.0
475,14249,2023-05-09,2024-11-08,Basic,True,15.0
476,12860,2022-05-29,2022-10-28,Basic,False,15.0
477,22575,2023-08-22,2024-07-21,Basic,False,15.0
478,23332,2025-02-15,,Standard,False,30.0
479,24028,2025-02-09,,Standard,False,30.0
480,11411,2023-08-30,2024-08-29,Premium,True,60.0
481,7933,2022-01-23,2022-10-22,Standard,False,30.0
482,20728,2024-03-26,2024-08-25,Basic,True,15.0
483,21157,2024-04-17,2024-12-16,Basic,False,15.0
484,14716,2025-03-06,2025-04-05,Basic,False,15.0
485,22563,2025-02-09,,Basic,False,15.0
486,29972,2024-11-26,,Premium,False,60.0
487,28155,2025-03-06,,Standard,False,30.0
488,17860,2022-12-28,2023-07-27,Standard,False,30.0
489,29195,2024-03-09,,Standard,True,30.0
490,8281,2025-06-11,,Basic,False,15.0
491,29167,2024-01-14,,Basic,False,15.0
492,2096,2025-04-17,,Standard,False,30.0
493,2709,2025-05-09,,Standard,False,30.0
494,4205,2022-04-27,2023-09-26,Basic,False,15.0
495,9481,2025-05-19,,Standard,False,30.0
496,27989,2022-06-12,2023-02-11,Standard,True,30.0
497,22345,2023-08-05,2023-12-04,Basic,True,15.0
498,8739,2024-10-31,,Standard,False,30.0
499,9725,2022-04-28,2023-08-27,Basic,True,15.0
500,1435,2023-07-28,2024-11-27,Premium,False,60.0
501,3774,2022-12-12,2023-02-11,Basic,True,15.0
502,1268,2024-09-02,2025-03-01,Standard,True,30.0
503,12239,2025-03-22,2025-08-21,Standard,False,30.0
504,28241,2024-11-17,2025-02-16,Basic,True,15.0
505,14102,2024-02-12,2024-09-11,Premium,False,60.0
506,13457,2025-02-16,,Basic,True,15.0
507,3449,2025-03-05,,Standard,False,30.0
508,25550,2023-12-04,2024-11-03,Standard,False,30.0
509,21845,2025-03-04,,Premium,False,60.0
510,1216,2025-04-20,,Standard,True,30.0
